code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,other_sports
1958504,TRUE,GIMENO Vega,GIMENO V,Vega GIMENO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,186.0,0.0,3x3 Basketball,Women,1991-01-08,VALENCIA,Spain,ZARAGOZA,Spain,,Padel tennis; travelling; spending time with family and friends,Athlete,Completed a Bachelor's degree in Environmental Science from the National University of Distance Education (ESP) and later went on to receive a Master's degree in Secondary Education; with a focus on Biology and Geology; from the International University of La Rioja (ESP),Father; Angel,English; Spanish; Valencian,National: Nuria Martinez (ESP),Basketball: Played 14 seasons domestically in the top-tier Liga Femenina de Baloncesto and represented Spain at the national level in 2017 in EuroBasket qualifiers. Won silver medals at the youth level at the 2007 U16 European Championships and the 2009 U19 World Championships
1958573,TRUE,YGUERAVIDE Sandra,YGUERAVIDE S,Sandra YGUERAVIDE,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,172.0,0.0,3x3 Basketball,Women,1984-12-28,VALENCIA,Spain,MADRID,Spain,,Cooking; baking,Athlete,Received a Bachelor's degree in Journalism from CEU San Pablo University (Madrid; ESP) and a Master's in Corporate Communication; Protocol and Events from Open University of Catalonia (Barcelona; ESP),Husband; Carlos Martinez Diaz de Corcuera,English; Spanish,National: Nuria Martinez (ESP). <br>Club: Laura Antoja (ESP),Basketball: Has played 5-on-5 professionally across Europe (plus one season in Ecuador); winning championships in Spain (with Ros Casares and Perfumerias Avenida Baloncesto) and Poland (Wisla Can-Pack); as well as a Eurocup Women title with Nadezhda Orenburg in 2019
1571078,TRUE,GUAPO Laetitia,GUAPO L,Laetitia GUAPO,Female,Athlete,FRA,France,France,France,France,FRA,183.0,0.0,3x3 Basketball,Women,1995-10-25,CLERMONT-FERRAND,France,,,Laeti; Guapa; Guepe (French for wasp),Cooking; reading; shopping; running; sports; watching films and TV,Athlete; business manager,Studied Sport Science at Jean Monnet University (Saint-Etienne; FRA) and received a Master's in Education,Father; Jean. Mother; Valerie,English; French; Spanish,National: Yann Julien (FRA).<br>Club: Olivier Lafargue (FRA),Basketball: Played at the youth international level for France and won silver at the 2015 U20 European Championship in Spain. Has played at club level in France; winning the Eurocup and European Super Cup in 2022 with Tango Bourges Basket
1571080,TRUE,LIMOUZIN Hortense,LIMOUZIN H,Hortense LIMOUZIN,Female,Athlete,FRA,France,France,France,France,FRA,166.0,0.0,3x3 Basketball,Women,1998-07-01,PARIS,France,SAINT-AMAND-LES-EAUX,France,,,Athlete,Studied Business Administration at EDHEC Business School (FRA),,French,National: Yann Julien (FRA).<br>Club: Fabrice Fernandes (FRA),Basketball: Has played 5-on-5 professionally in France in the Ligue Feminine de Basketball for Basketball Landes; Saint-Amand and Landerneau
1571082,TRUE,PAGET Marie Eve,PAGET ME,Marie Eve PAGET,Female,Athlete,FRA,France,France,France,France,FRA,170.0,0.0,3x3 Basketball,Women,1994-11-28,ANNECY,France,MONT-DE-MARSAN,France,MEP,,Athlete,Received a Bachelor's degree in Sports Education and Motor Skills from UFR Nice (FRA) and a Master's degree in Sport Education from Nantes University (FRA),Brother; Nicolas,English; French,National: Yann Julien (FRA).<br>Club: Julie Barennes (FRA),Basketball: Has played 5-on-5 at both the senior and youth international level for France. She won silver at the 2013 U19 World Championship in Lithuania; and gold at the 2014 U20 European Championship in Udine; Italy. At the 2022 World Cup; she was part of the French team that was eliminated in the quarterfinals. Won a Ligue Feminine de Basketball title with Basket Landes in 2021
1571084,TRUE,DJEKOUNDADE Myriam,DJEKOUNDADE M,Myriam DJEKOUNDADE,Female,Athlete,FRA,France,France,France,France,FRA,185.0,0.0,3x3 Basketball,Women,1998-01-02,CASTRES,France,,France,,,Athlete,Studies Urban Planning at CREPS Centre (Borges; FRA),Mother; Anick. One older sister. Brothers,French,National: Yann Julien (FRA).<br>Club: Rachid Meziane (FRA),Basketball: Has played professionally in 5-on-5 for club teams in France's Ligue Feminine de Basketball; most recently with Villeneuve-d'Ascq. In 2016 she was part of the French team that won gold at the U18 European Championships
1898807,TRUE,BRUNCKHORST Svenja,BRUNCKHORST S,Svenja BRUNCKHORST,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,179.0,0.0,3x3 Basketball,Women,1991-10-19,ROTENBURG,Germany,BERLIN,,,Travelling; reading; spending time with friends,Athlete; commentator; manager; sport soldier,Received a Bachelor's degree in Sport Management and a Master's degree in International Management from the Open University (Ismaning; GER),,English; German; Spanish,National: Matthias Weber (GER); Robert Birkenhagen,Basketball: Won seven national championships with TSV 1880 Wasserburg. Captained Germany's 5-on-5 team and finished sixth at EuroBasket Women 2023
1898816,TRUE,GREINACHER Sonja,GREINACHER S,Sonja GREINACHER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,190.0,0.0,3x3 Basketball,Women,1992-07-01,ESSEN,Germany,,,Sunny,Psychology; animal welfare; going to cafes,Athlete; sport soldier,Studied Psychology for three years at Gonzaga University (Spokane; WA; USA); but received her degree and Master's in Clinical Psychology from Ruhr University Bochum (GER),Father; Jochen. Mother; Berit. Brother; Alexander. Sister; Jessica,English; German,National: Matthias Weber (GER); Robert Birkenhagen,Basketball: Played professionally in Poland; winning two championships with Arka Gdynia. Also plays for Germany's 5-on-5 team and finished sixth at EuroBasket Women 2023
1898835,TRUE,REICHERT Marie,REICHERT M,Marie REICHERT,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,188.0,0.0,3x3 Basketball,Women,2001-04-16,,,,,,Listening to music; spending time with friends; travelling,Athlete,Received a Bachelor's degree in Business Administration from an online university after spending one year at Old Dominion University (Norfolk; VA; USA),Father; Bernd Kasmann. Brother; Edwin,English; German,National: Matthias Weber (GER); Robert Birkenhagen; Samir Suliman (GER).<br>Club: Jaime Sanudo (ESP),Basketball: Plays club 5-on-5 for Adareva Tenerife in Spain and has represented Germany at the U19 World Cup in 2019 and the 2023 EuroBasket qualifiers
1898870,TRUE,MEVIUS Elisa,MEVIUS E,Elisa MEVIUS,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,180.0,0.0,3x3 Basketball,Women,2004-04-23,,,,,Crossover Girl,,Athlete; student,After spending two years at Siena College (Loudonville; NY; USA); Mevius now attends the University of Oregon (Eugene; USA),Father; Heiko. Mother; Antje. Younger brothers; Luca and Max,English; German,National: Matthias Weber (GER); Robert Birkenhagen.<br>Club: Kelly Graves (USA),Basketball: Plays 5-on-5 collegiately for the University of Oregon and has played in the Female Youth Basketball Bundesliga (WNBL) and Bundesliga 2 in Germany
1954736,TRUE,HAMBY Dearica,HAMBY D,Dearica HAMBY,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,191.0,0.0,3x3 Basketball,Women,1993-11-06,,,,,,,Athlete,Studied Psychology with a minor in Entrepreneurship at Wake Forest University (Winston-Salem; NC; USA),Husband; Alonzo Nelson-Ododa. Daughter; Amaya. Son; Legend (born March 2023). Father; Derrick Jones. Mother; Carla. Sisters; Chelsie and Desaraye,English,National: Joe Lewandowski (USA).<br>Club: Curt Miller (USA),Basketball: Won a Women's National Basketball Association 5-on-5 championship in 2022 with the Las Vegas Aces. Now plays for the Los Angeles Sparks
1954738,TRUE,HOWARD Rhyne,HOWARD R,Rhyne HOWARD,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,188.0,0.0,3x3 Basketball,Women,2000-04-29,CHATTANOOGA; TN,United States,,United States,,,,,,,,
1954768,TRUE,BURDICK Cierra,BURDICK C,Cierra BURDICK,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,190.0,0.0,3x3 Basketball,Women,1993-09-30,CHARLOTTE; NC,United States,,,CB,,Athlete,Studied Communications at the University of Tennessee (Knoxville; USA),Father; Derrick Heard. Mother; Lisa. Brother; C.J. Twin sisters; Emma and Jillian,English,National: Joe Lewandowski (USA).<br>Club: Julie Barennes (FRA),Basketball: Played five seasons in the Women's National Basketball Association (WNBA); as well as internationally. Won gold medals as part of Team USA's youth squads at the 2009 Americas U16 Championships; 2010 U17 World Championships and 2011 U19 World Cup
1954785,TRUE,van LITH Hailey,van LITH H,Hailey van LITH,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,175.0,0.0,3x3 Basketball,Women,2001-09-09,WENATCHEE; WA,United States,,,HVL,Fashion; baking; reading; doing puzzles,Athlete; student,Received a Bachelor's degree in Finance from the University of Louisville (KY; USA) in 2023. Attended Louisiana State University (Baton Rouge; USA) for one year and will play her final year of college eligibility at Texas Christian University (Fort Worth; USA) in the autumn of 2024,Father; Corey. Mother; Jessica. Brother; Tanner,English,National: Joe Lewandowski (USA).<br>Club: Mark Campbell (USA),Basketball: Has played collegiate 5-on-5 and won gold with Team USA at the 2018 U17 and 2019 U19 World Cups
1939946,TRUE,ATWELL Amy,ATWELL A,Amy ATWELL,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,183.0,0.0,3x3 Basketball;Basketball,Women,1998-06-30,PERTH; WA,Australia,,,,,Athlete,Studied Business Marketing at the University of Hawai'i at Manoa (Honolulu; USA),Father; Ray. Mother; Shelley. Older sister; Hayley. Younger brother; Ryan,English,National: Sandy Brondello (AUS),3x3 basketball: Represented Australia at the Women's Series in Wuhan in 2023
1911041,TRUE,JAJARABILLA Mario Damian,JAJARABILLA MD,Mario Damian JAJARABILLA,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,0.0,0.0,Archery,Men's Individual,1999-01-10,MAR DEL PLATA,Argentina,MAR DEL PLATA,Argentina,,,Athlete,,Father; Mario,Spanish,,
1543643,TRUE,ISLAM Md Sagor,ISLAM MS,Md Sagor ISLAM,Male,Athlete,BAN,Bangladesh,Bangladesh,Bangladesh,Bangladesh,BAN,0.0,0.0,Archery,Men's Individual,2006-06-05,,,,,,,Athlete; student,,Mother; Selina. Two older sisters. One brother,Bengali; English,National: Martin Frederick (GER),
1543012,TRUE,DORJI Lam,DORJI L,Lam DORJI,Male,Athlete,BHU,Bhutan,Bhutan,Bhutan,Bhutan,BHU,0.0,0.0,Archery,Men's Individual,1995-05-18,SAMDRUP JONGKHAR,Bhutan,THIMPHU,Bhutan,,Playing football,Athlete; student,Studies at Royal Thimphu College (BHU),,Dzongkha; English,National: Park Young Sook (KOR). <br>Personal: Tashi Tshering (BHU),
1557704,TRUE,MADAYE Israel,MADAYE I,Israel MADAYE,Male,Athlete,CHA,Chad,Chad,Chad,Chad,CHA,0.0,0.0,Archery,Men's Individual,1988-03-23,,,N'DJAMENA,Chad,,,Athlete,Studied electromechanics,,English; French,,
1938165,TRUE,GALLARDO FERRADA Andres,GALLARDO FERRADA A,Andres GALLARDO FERRADA,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,0.0,0.0,Archery,Men's Individual,2003-08-04,,,ARICA,Chile,,,Athlete,,Partner; Constanza Jimenez. Mother; Orfa Ferrada Abe,Spanish,National: Junior Bolanos (VEN).<br>Personal: Ignacia Torres; Angelo Ruiz (USA); Dennis Rivas,
1550037,TRUE,FRANCO Hugo,FRANCO H,Hugo FRANCO,Male,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,0.0,0.0,Archery,Men's Individual,1992-02-22,PINAR DEL RIO,Cuba,PINAR DEL RIO,Cuba,,Cars,Athlete,Studied Sport at the Manuel Fajardo University of Physical Culture and Sport Sciences (Havana; CUB),One son,Spanish,National: Reiter Tellez (CUB),
1887539,TRUE,TICAS Oscar,TICAS O,Oscar TICAS,Male,Athlete,ESA,El Salvador,El Salvador,El Salvador,El Salvador,ESA,0.0,0.0,Archery,Men's Individual,1987-03-28,,,SAN SALVADOR,El Salvador,,Listening to music,Athlete; coach,,,Spanish,,
1905034,TRUE,TEKONIEMI Antti,TEKONIEMI A,Antti TEKONIEMI,Male,Athlete,FIN,Finland,Finland,Finland,Finland,FIN,0.0,0.0,Archery,Men's Individual,1982-06-27,TEUVA,Finland,TAMPERE,Finland,,Fly fishing; hunting; diving,Athlete; business manager,Received a degree in Environmental Engineering Technology from Vaasa University of Applied Sciences (FIN) in 2006 and a degree in Industrial Management from the University of Vaasa (FIN) in 2008,,English; Finnish,National: Miika Aulio (FIN). <br>Personal: Juha Viitaoja (FIN),
1537163,TRUE,D'AMOUR Nicholas,D'AMOUR N,Nicholas D'AMOUR,Male,Athlete,ISV,Virgin Islands; US,Virgin Islands; US,United States,United States of America,USA,0.0,0.0,Archery,Men's Individual,2001-09-04,NEW JERSEY,United States,CHARLOTTE AMALIE,Virgin Islands; US,,,Athlete,Studied Business Management at the University of the Virgin Islands (St. Thomas),Father; Kevin. Mother; Susan,English,Personal: Angelo Ruiz Acevedo,
1570604,TRUE,KLEIN Pit,KLEIN P,Pit KLEIN,Male,Athlete,LUX,Luxembourg,Luxembourg,Luxembourg,Luxembourg,LUX,0.0,0.0,Archery,Men's Individual,1996-09-12,LUXEMBOURG,Luxembourg,LIMPACH,Luxembourg,,Photography,Athlete; business owner; coach; sport soldier,,Wife; Mariya (married February 2023),,National: Filippo Clini (LUX),
1888881,TRUE,BAATARKHUYAG Otgonbold,BAATARKHUYAG O,Otgonbold BAATARKHUYAG,Male,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0.0,0.0,Archery,Men's Individual,1996-12-20,ULAANBAATAR,Mongolia,ULAANBAATAR,Mongolia,Otgoo,Reading; drawing; basketball,Athlete; coach,Studied at Mongolian University of Science and Technology (Ulaanbaatar; MGL),Two brothers,English; Mongolian,National: Ganzorig Yundendorj (MGL),
1940869,TRUE,ROUX Wian,ROUX W,Wian ROUX,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,0.0,0.0,Archery,Men's Individual,2002-10-23,,,PRETORIA,South Africa,,Hunting,Athlete,Studied Communications and Marketing at the University of Pretoria (RSA),,English,Personal: Patrick Roux (RSA) - his father,
1913366,TRUE,KAO Wenchao,KAO W,KAO Wenchao,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,Archery,Men's Individual;Men's Team,2000-11-29,SHANDONG,China,BEIJING,China,,,Athlete,Studied at the Ocean University of China (Qingdao; CHN),,Mandarin,National: Liu Xiyuan (CHN),
1913367,TRUE,LI Zhongyuan,LI Z,LI Zhongyuan,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,Archery,Men's Individual;Men's Team,2002-08-19,HENAN,China,BEIJING,China,,Billiards; basketball,Athlete; student,Studies Physical Education at Zhengzhou University (CHN),,Mandarin,National: Deng Chengcai (CHN),
1543412,TRUE,ENRIQUEZ Jorge,ENRIQUEZ J,Jorge ENRIQUEZ,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0.0,0.0,Archery,Men's Individual;Men's Team,1999-06-24,CALI,Colombia,MEDELLIN,Colombia,,Playing the guitar; listening to music,Athlete,Studied Aeronautical Engineering at Pontifical Bolivarian University (Medellin; COL),Father; Omar (coach),Spanish,National: Jorge Antonio Millan (CUB).<br>Club: Omar Enriquez (COL); his father,
1935644,TRUE,HERNANDEZ VERA Andres,HERNANDEZ VERA A,Andres HERNANDEZ VERA,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0.0,0.0,Archery,Men's Individual;Men's Team,2007-09-21,,,,,,,Athlete,,,Spanish,National: Jorge Antonio Millan (CUB),
1541272,TRUE,CHIRAULT Thomas,CHIRAULT T,Thomas CHIRAULT,Male,Athlete,FRA,France,France,France,France,FRA,0.0,0.0,Archery,Men's Individual;Men's Team,1997-09-15,CORBIE,France,PARIS,France,,Cycling,Athlete; sport soldier; student,Received a Bachelor's degree in Chemistry in 2019 and is now pursuing a degree in Materials Engineering from the Sorbonne University (Paris; FRA),Partner; Lisa Barbelin,French,National: Oh Seon Tek (KOR),
1541275,TRUE,VALLADONT Jean-Charles,VALLADONT JC,Jean-Charles VALLADONT,Male,Athlete,FRA,France,France,France,France,FRA,0.0,0.0,Archery,Men's Individual;Men's Team,1989-03-20,BESANCON,France,SAINT-BENOIT-SUR-LOIRE,France,Valda,Fishing; hunting; beekeeping; cooking; spending time in nature,Athlete; business owner,Studied Commerce at the National Institute of Sport and Physical Education (Paris; FRA),Mother; Laurence. Sister; Lea,French,National: Oh Seon Tek (KOR).<br>Club: Olivier Grillat (FRA),
1560988,TRUE,HALL Conor,HALL C,Conor HALL,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,Archery,Men's Individual;Men's Team,1995-09-08,BELFAST,Great Britain,BURTON-ON-TRENT,Great Britain,,,Athlete; security engineer,,,English,National: Naomi Folkard (GBR); Nicky Hunt (GBR),
1560989,TRUE,HALL Tom,HALL T,Tom HALL,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,Archery,Men's Individual;Men's Team,1990-09-17,CROYDON,Great Britain,KENILWORTH,Great Britain,Dr. Ten,Trail running; hiking; climbing; playing frisbee; coding; being outdoors,Athlete; coach,Received a Master's degree in Chemistry in 2013 and a doctorate in Chemistry in 2017 from the University of Warwick (Coventry; GBR),,English,National: Naomi Folkard (GBR); Nicky Hunt (GBR),
